ID,Gender,FTE,Emp Type,Department,Branch,Salary,Leave Balance,Date of Join,Date of Birth,Tenure,Tenure Group,Age
EMP8406,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$66,440 ",4,14-Apr-22,16-Nov-91,4.09,4. 2 or more years.,34.52
EMP20119,MALE  ,1,Fixed Term,Epsilon,Financial Strategy,"$113,145 ",13,1-Aug-22,27-Mar-77,3.79,4. 2 or more years.,49.17
EMP12734,MALE  ,1,Permanent,Gamma,App Design,"$93,280 ",20,6-Jun-22,13-Oct-74,3.95,4. 2 or more years.,51.63
EMP15580,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$103,705 ",19,29-Jun-22,20-May-94,3.88,4. 2 or more years.,32.01
EMP26707,FEMALE,1,Other,Gamma,Chocolatiers,"$108,360 ",17,28-Jul-22,15-Dec-19,3.81,4. 2 or more years.,106.49
EMP14780,MALE  ,1,Permanent,Gamma,Web Design,"$65,140 ",20,27-Jun-22,4-Dec-93,3.89,4. 2 or more years.,32.47
EMP11076,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$111,165 ",16,19-May-22,23-Nov-73,4,4. 2 or more years.,52.52
EMP8308,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$75,865 ",20,12-Apr-22,9-Jul-85,4.1,4. 2 or more years.,40.88
EMP15197,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$56,730 ",6,27-Jun-22,26-Nov-92,3.89,4. 2 or more years.,33.49
EMP24423,MALE  ,1,Other,Beta,Legal,"$91,455 ",17,27-Jun-22,9-Nov-19,3.89,4. 2 or more years.,106.59
EMP5028,FEMALE,0.63,Permanent,Alpha,Plantation,"$95,000 ",14,13-Dec-21,23-Oct-54,4.43,4. 2 or more years.,71.61
EMP26428,FEMALE,1,Other,Beta,Legal,"$104,350 ",18,28-Jul-22,17-Dec-19,3.81,4. 2 or more years.,106.49
EMP3309,FEMALE,1,Permanent,Beta,Human Resources,"$88,225 ",20,9-Aug-21,16-Feb-62,4.77,4. 2 or more years.,64.29
EMP3321,MALE  ,1,Permanent,Alpha,Recipe Makers,"$71,970 ",10,9-Aug-21,19-May-68,4.77,4. 2 or more years.,58.03
EMP9136,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$48,230 ",17,28-Apr-22,29-Nov-19,4.05,4. 2 or more years.,106.54
EMP8698,MALE  ,1,Permanent,Gamma,Powders,"$52,205 ",17,22-Apr-22,30-Jul-91,4.07,4. 2 or more years.,34.82
EMP16293,MALE  ,1,Permanent,Beta,Stragegic Performance,"$76,985 ",8,4-Jul-22,14-Dec-70,3.87,4. 2 or more years.,55.46
EMP1756,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$94,385 ",19,26-Mar-21,19-Sep-67,5.15,4. 2 or more years.,58.7
EMP8627,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$66,180 ",24,15-Apr-22,16-Dec-19,4.09,4. 2 or more years.,106.49
EMP19185,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$67,365 ",20,25-Jul-22,9-Oct-98,3.81,4. 2 or more years.,27.62
EMP25571,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$81,805 ",22,8-Jul-22,15-Nov-19,3.86,4. 2 or more years.,106.58
EMP8603,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$97,300 ",19,18-Apr-22,7-Oct-96,4.08,4. 2 or more years.,29.63
EMP24082,MALE  ,1,Other,Beta,Legal,"$87,675 ",11,16-May-22,18-Dec-19,4.01,4. 2 or more years.,106.48
EMP19323,FEMALE,1,Permanent,Alpha,Packaging,"$82,625 ",10,25-Jul-22,19-Aug-60,3.81,4. 2 or more years.,65.79
EMP92,MALE  ,1,Permanent,Alpha,Recipe Makers,"$85,315 ",15,27-Oct-20,29-May-69,5.56,4. 2 or more years.,57.01
EMP7487,MALE  ,0.8,Permanent,Beta,Training and Empowerment,"$90,185 ",8,23-Mar-22,29-Nov-84,4.15,4. 2 or more years.,41.49
EMP1926,MALE  ,1,Permanent,Alpha,Chocolatiers,"$63,560 ",9,16-Apr-21,1-Dec-52,5.09,4. 2 or more years.,73.51
EMP1499,FEMALE,1,Permanent,Gamma,Chocolatiers,"$93,090 ",7,2-Oct-20,3-Dec-66,5.62,4. 2 or more years.,59.49
EMP19510,FEMALE,1,Fixed Term,Alpha,Chocolatiers,"$64,710 ",10,25-Jul-22,30-Dec-95,3.81,4. 2 or more years.,30.4
EMP5001,FEMALE,0.8,Permanent,Alpha,Cocoa Sales,"$61,630 ",8,9-Dec-21,21-Jul-53,4.44,4. 2 or more years.,72.87
EMP2196,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$69,440 ",7,5-May-21,29-Apr-62,5.04,4. 2 or more years.,64.09
EMP26676,FEMALE,1,Other,Zeta,Services,"$52,375 ",9,1-Aug-22,1-Jan-20,3.79,4. 2 or more years.,106.45
EMP17634,FEMALE,1,Permanent,Delta,South American Support Group,"$78,790 ",12,15-Jul-22,26-Aug-85,3.84,4. 2 or more years.,40.75
EMP3044,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$114,595 ",9,14-Jul-21,3-Apr-74,4.84,4. 2 or more years.,52.16
EMP17794,FEMALE,1,Permanent,Delta,Fruits & Vegetables,"$69,400 ",16,15-Jul-22,1-Jun-79,3.84,4. 2 or more years.,46.99
EMP19563,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$72,450 ",3,27-Jul-22,4-Nov-19,3.81,4. 2 or more years.,106.61
EMP2517,FEMALE,1,Permanent,Zeta,Services,"$78,570 ",7,30-May-22,14-Mar-76,3.97,4. 2 or more years.,50.21
EMP10284,MALE  ,1,Permanent,Gamma,Powders,"$71,265 ",6,13-May-22,19-Mar-59,4.01,4. 2 or more years.,67.21
EMP1436,MALE  ,1,Permanent,Gamma,Chocolatiers,"$70,480 ",6,28-Aug-18,15-Sep-43,7.72,4. 2 or more years.,82.73
EMP10690,FEMALE,1,Permanent,Delta,Fruits & Vegetables,"$71,220 ",9,18-May-22,16-Feb-70,4,4. 2 or more years.,56.28
EMP21895,FEMALE,1,Permanent,Gamma,Web Design,"$98,580 ",20,29-Jun-20,13-Aug-72,5.88,4. 2 or more years.,53.79
EMP19670,MALE  ,1,Permanent,Epsilon,Financial Strategy,"$85,740 ",6,28-Jul-22,22-Nov-60,3.81,4. 2 or more years.,65.53
EMP1555,FEMALE,1,Permanent,Gamma,Chocolatiers,"$86,960 ",18,13-Apr-22,28-Feb-78,4.1,4. 2 or more years.,48.25
EMP1806,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$95,085 ",13,5-Apr-21,16-Apr-72,5.12,4. 2 or more years.,54.12
EMP3604,FEMALE,1,Permanent,Alpha,Recipe Makers,"$76,625 ",14,30-Aug-21,31-Aug-58,4.72,4. 2 or more years.,67.76
EMP26651,MALE  ,1,Other,Zeta,Accounting,"$62,365 ",18,1-Aug-22,10-Dec-19,3.79,4. 2 or more years.,106.51
EMP15024,MALE  ,1,Fixed Term,Gamma,App Design,"$53,510 ",6,27-Jun-22,28-Jul-88,3.89,4. 2 or more years.,37.83
EMP4918,FEMALE,1,Fixed Term,Alpha,Cocoa Sales,"$89,965 ",7,2-May-22,6-Nov-78,4.04,4. 2 or more years.,47.56
EMP24179,MALE  ,1,Other,Gamma,Powders,"$111,610 ",10,23-May-22,26-Nov-19,3.99,4. 2 or more years.,106.55
EMP15724,MALE  ,1,Permanent,Gamma,Cake Design,"$63,995 ",5,1-Jul-22,20-Mar-71,3.88,4. 2 or more years.,55.2
EMP10121,FEMALE,1,Permanent,Gamma,Chocolatiers,"$48,230 ",9,13-May-22,21-Jan-91,4.01,4. 2 or more years.,35.34
EMP9681,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$75,970 ",12,9-May-22,16-Oct-90,4.02,4. 2 or more years.,35.61
EMP16285,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$64,215 ",20,27-Jun-22,23-Dec-19,3.89,4. 2 or more years.,106.47
EMP20160,FEMALE,0,Other,Alpha,Cocoa Sales,"$74,855 ",11,28-Jul-22,9-Sep-97,3.81,4. 2 or more years.,28.7
EMP24582,MALE  ,1,Other,Alpha,Cocoa Sales,"$70,370 ",4,29-Jun-22,16-Nov-19,3.88,4. 2 or more years.,106.57
EMP10980,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$81,740 ",11,23-May-22,17-Dec-73,3.99,4. 2 or more years.,52.45
EMP1190,FEMALE,1,Permanent,Gamma,Chocolatiers,"$83,780 ",11,1-Mar-21,13-Aug-79,5.21,4. 2 or more years.,46.79
EMP14231,FEMALE,1,Permanent,Zeta,Accounts Payable,"$95,480 ",28,17-Jun-22,30-Jun-86,3.92,4. 2 or more years.,39.91
EMP26470,FEMALE,1,Other,Beta,Legal,"$68,700 ",7,27-Jul-22,10-Dec-19,3.81,4. 2 or more years.,106.51
EMP6878,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$61,820 ",3,9-Mar-22,16-Nov-86,4.19,4. 2 or more years.,39.53
EMP21713,MALE  ,1,Permanent,Gamma,Chocolatiers,"$82,170 ",7,16-Oct-19,11-Sep-55,6.59,4. 2 or more years.,70.73
EMP25653,FEMALE,1,Other,Zeta,Accounts Payable,"$55,305 ",14,11-Jul-22,5-Nov-19,3.85,4. 2 or more years.,106.6
EMP20577,FEMALE,1,Permanent,Gamma,Powders,"$95,880 ",12,1-Aug-22,2-Jul-93,3.79,4. 2 or more years.,32.9
EMP7517,FEMALE,0.59,Permanent,Delta,Plantation,"$64,010 ",17,25-Mar-22,6-Mar-79,4.15,4. 2 or more years.,47.23
EMP24299,MALE  ,1,Other,Beta,Legal,"$59,490 ",3,3-Jun-22,14-Dec-19,3.96,4. 2 or more years.,106.5
EMP17951,FEMALE,1,Fixed Term,Gamma,Web Design,"$81,235 ",21,18-Jul-22,22-Dec-84,3.83,4. 2 or more years.,41.43
EMP5433,FEMALE,1,Permanent,Alpha,Chocolatiers,"$79,760 ",17,7-Feb-22,1-May-82,4.27,4. 2 or more years.,44.07
EMP15989,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$70,115 ",20,30-Jun-22,5-Mar-89,3.88,4. 2 or more years.,37.22
EMP3351,FEMALE,1,Permanent,Alpha,Plantation,"$68,765 ",14,10-Aug-21,5-Jun-74,4.77,4. 2 or more years.,51.98
EMP17870,FEMALE,1,Permanent,Gamma,Cake Design,"$95,750 ",15,18-Jul-22,26-Dec-94,3.83,4. 2 or more years.,31.41
EMP16154,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$67,920 ",14,4-Jul-22,24-Oct-69,3.87,4. 2 or more years.,56.6
EMP7358,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$97,060 ",14,21-Mar-22,###############################################################################################################################################################################################################################################################,4.16,4. 2 or more years.,126.5
EMP26419,MALE  ,1,Other,Beta,Legal,"$84,460 ",11,22-Jul-22,30-Nov-19,3.82,4. 2 or more years.,106.53
EMP3705,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$78,485 ",20,24-Aug-21,###############################################################################################################################################################################################################################################################,4.73,4. 2 or more years.,126.57
EMP12350,FEMALE,0.79,Permanent,Gamma,Powders,"$62,645 ",4,1-Jun-22,13-Oct-84,3.96,4. 2 or more years.,41.62
EMP18317,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$74,955 ",6,18-Jul-22,31-Aug-81,3.83,4. 2 or more years.,44.74
EMP3881,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$54,525 ",7,31-Aug-21,7-Jan-63,4.71,4. 2 or more years.,63.4
EMP25769,MALE  ,1,Other,Epsilon,Financial Strategy,"$49,380 ",13,12-Jul-22,29-Nov-19,3.85,4. 2 or more years.,106.54
EMP22952,MALE  ,1,Permanent,Gamma,Web Design,"$70,385 ",8,29-Sep-21,13-Apr-86,4.63,4. 2 or more years.,40.12
EMP9427,MALE  ,1,Permanent,Beta,Human Resources,"$82,890 ",12,4-May-22,7-Apr-81,4.04,4. 2 or more years.,45.14
EMP26868,FEMALE,1,Permanent,Gamma,Chocolatiers,"$84,945 ",4,3-Jun-21,26-Feb-79,4.96,4. 2 or more years.,47.25
EMP26879,FEMALE,1,Permanent,Gamma,Chocolatiers,"$107,390 ",17,25-Oct-21,19-Aug-88,4.56,4. 2 or more years.,37.77
EMP5061,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$100,020 ",19,9-Dec-21,22-Apr-66,4.44,4. 2 or more years.,60.11
EMP4464,FEMALE,1,Permanent,Alpha,Plantation,"$62,440 ",13,7-Apr-22,26-Nov-86,4.11,4. 2 or more years.,39.5
EMP22439,FEMALE,1,Permanent,Epsilon,Forecasting,"$63,780 ",7,4-Jun-21,20-Nov-77,4.95,4. 2 or more years.,48.52
EMP8408,FEMALE,1,Permanent,Alpha,Chocolatiers,"$84,045 ",20,18-Apr-22,17-Dec-69,4.08,4. 2 or more years.,56.45
EMP2402,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$77,355 ",11,25-May-21,3-Apr-84,4.98,4. 2 or more years.,42.15
EMP10132,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$71,835 ",15,10-May-22,28-Aug-90,4.02,4. 2 or more years.,35.74
EMP15933,FEMALE,1,Permanent,Gamma,Web Design,"$79,625 ",2,30-Jun-22,24-Dec-86,3.88,4. 2 or more years.,39.42
EMP15034,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$81,610 ",16,24-Jun-22,10-Feb-79,3.9,4. 2 or more years.,47.3
EMP22228,MALE  ,1,Permanent,Gamma,Chocolatiers,"$88,225 ",8,22-Mar-21,2-Apr-66,5.16,4. 2 or more years.,60.16
EMP7101,MALE  ,1,Fixed Term,Zeta,Services,"$71,125 ",23,15-Mar-22,18-Mar-83,4.18,4. 2 or more years.,43.19
EMP19594,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$76,805 ",23,26-Jul-22,4-Jan-81,3.81,4. 2 or more years.,45.39
EMP11719,FEMALE,1,Permanent,Beta,Onboarding,"$109,845 ",25,24-May-22,24-Jan-86,3.98,4. 2 or more years.,40.34
EMP6557,FEMALE,1,Permanent,Alpha,Plantation,"$61,735 ",4,3-Mar-22,20-Sep-83,4.21,4. 2 or more years.,42.68
EMP18480,FEMALE,1,Permanent,Gamma,Powders,"$75,110 ",21,18-Jul-22,21-Sep-75,3.83,4. 2 or more years.,50.69
EMP6948,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$73,165 ",12,14-Mar-22,17-Jul-89,4.18,4. 2 or more years.,36.86
EMP6447,FEMALE,1,Permanent,Alpha,Chocolatiers,"$74,610 ",8,28-Feb-22,19-Jan-74,4.22,4. 2 or more years.,52.36
EMP7699,FEMALE,1,Permanent,Alpha,Plantation,"$128,655 ",23,28-Mar-22,17-Apr-77,4.14,4. 2 or more years.,49.12
EMP4948,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$56,390 ",22,20-Dec-21,28-Jan-86,4.41,4. 2 or more years.,40.33
EMP18604,FEMALE,1,Fixed Term,Gamma,Chocolatiers,"$69,080 ",14,20-Jul-22,13-Oct-69,3.83,4. 2 or more years.,56.63
EMP14806,MALE  ,1,Permanent,Delta,South American Support Group,"$48,230 ",7,24-Jun-22,29-Aug-87,3.9,4. 2 or more years.,38.74
EMP130,FEMALE,1,Permanent,Beta,Legal,"$115,455 ",10,1-Apr-19,1-Nov-58,7.13,4. 2 or more years.,67.59
EMP11759,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$91,020 ",15,25-May-22,5-Jan-89,3.98,4. 2 or more years.,37.39
EMP18546,FEMALE,0,Other,Alpha,Cocoa Sales,"$82,865 ",16,19-Jul-22,10-Sep-96,3.83,4. 2 or more years.,29.7
EMP5492,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$79,645 ",14,3-Jan-22,5-Jul-89,4.37,4. 2 or more years.,36.89
EMP26094,FEMALE,1,Other,Beta,Training and Empowerment,"$69,140 ",15,20-Jul-22,3-Dec-19,3.83,4. 2 or more years.,106.53
EMP1727,MALE  ,1,Permanent,Beta,Legal,"$65,375 ",15,17-Mar-21,29-Jun-62,5.17,4. 2 or more years.,63.93
EMP20386,FEMALE,1,Fixed Term,Alpha,Cocoa Sales,"$53,050 ",14,1-Aug-22,16-Aug-72,3.79,4. 2 or more years.,53.79
EMP17457,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$59,640 ",15,12-Jul-22,2-Oct-96,3.85,4. 2 or more years.,29.64
EMP12869,MALE  ,1,Permanent,Epsilon,Buyer Support,"$82,435 ",9,8-Jun-22,17-Sep-94,3.94,4. 2 or more years.,31.68
EMP13697,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$92,450 ",12,23-May-22,24-Nov-19,3.99,4. 2 or more years.,106.55
EMP21385,MALE  ,1,Permanent,Gamma,Powders,"$48,230 ",14,9-Nov-21,19-Feb-76,4.52,4. 2 or more years.,50.27
EMP1495,MALE  ,1,Permanent,Delta,Fruits & Vegetables,"$84,580 ",-1,29-Dec-21,28-Nov-72,4.38,4. 2 or more years.,53.5
EMP14696,FEMALE,1,Permanent,Gamma,App Design,"$89,060 ",9,24-Jun-22,9-Jun-94,3.9,4. 2 or more years.,31.96
EMP17241,MALE  ,1,Permanent,Gamma,Chocolatiers,"$66,695 ",22,11-Jul-22,7-Oct-85,3.85,4. 2 or more years.,40.64
EMP19714,FEMALE,1,Permanent,Alpha,Recipe Makers,"$84,940 ",15,28-Jul-22,4-Jul-72,3.81,4. 2 or more years.,53.9
EMP535,MALE  ,1,Permanent,Epsilon,Controlling,"$84,315 ",20,6-Sep-18,25-Aug-54,7.7,4. 2 or more years.,71.78
EMP21453,FEMALE,1,Permanent,Gamma,Cake Design,"$90,485 ",15,16-Dec-21,8-Dec-73,4.42,4. 2 or more years.,52.47
EMP9516,FEMALE,1,Permanent,Gamma,App Design,"$98,240 ",15,6-May-22,15-May-78,4.03,4. 2 or more years.,48.04
EMP1311,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$86,705 ",19,29-Mar-21,25-Aug-70,5.14,4. 2 or more years.,55.76
EMP14109,FEMALE,1,Permanent,Beta,Onboarding,"$76,430 ",8,17-Jun-22,20-May-83,3.92,4. 2 or more years.,43.02
EMP25510,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$70,825 ",16,11-Jul-22,12-Nov-19,3.85,4. 2 or more years.,106.58
EMP5477,MALE  ,1,Permanent,Alpha,Chocolatiers,"$80,785 ",8,23-May-22,15-Sep-85,3.99,4. 2 or more years.,40.7
EMP16612,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$95,700 ",8,23-Jun-22,21-Dec-19,3.9,4. 2 or more years.,106.48
EMP26311,MALE  ,1,Other,Zeta,Accounts Payable,"$69,385 ",11,25-Jul-22,9-Nov-19,3.81,4. 2 or more years.,106.59
EMP19844,MALE  ,1,Permanent,Gamma,Web Design,"$56,340 ",4,28-Jul-22,3-Jan-93,3.81,4. 2 or more years.,33.39
EMP17958,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$104,655 ",8,19-Jul-22,2-Nov-19,3.83,4. 2 or more years.,106.61
EMP3361,FEMALE,0.8,Permanent,Alpha,Plantation,"$67,495 ",8,10-Aug-21,20-Sep-69,4.77,4. 2 or more years.,56.69
EMP18975,MALE  ,1,Permanent,Gamma,Powders,"$52,125 ",6,25-Jul-22,8-Nov-19,3.81,4. 2 or more years.,106.59
EMP22670,FEMALE,1,Permanent,Epsilon,Forecasting,"$89,960 ",9,30-Jul-21,7-May-62,4.8,4. 2 or more years.,64.07
EMP11240,MALE  ,1,Permanent,Alpha,Plantation,"$89,965 ",15,20-May-22,9-Mar-89,3.99,4. 2 or more years.,37.21
EMP17973,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$48,230 ",9,15-Jul-22,13-Oct-93,3.84,4. 2 or more years.,32.61
EMP26784,MALE  ,1,Other,Beta,Legal,"$63,930 ",12,1-Aug-22,7-Dec-19,3.79,4. 2 or more years.,106.52
EMP25416,FEMALE,1,Other,Beta,Legal,"$75,770 ",21,7-Jul-22,10-Nov-19,3.86,4. 2 or more years.,106.59
EMP24936,MALE  ,1,Other,Gamma,Cake Design,"$92,830 ",12,27-Jun-22,9-Dec-19,3.89,4. 2 or more years.,106.51
EMP8232,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$68,195 ",24,4-Apr-22,5-Nov-19,4.12,4. 2 or more years.,106.6
EMP9435,MALE  ,1,Permanent,Beta,Legal,"$79,475 ",30,3-May-22,12-Feb-72,4.04,4. 2 or more years.,54.3
EMP18349,FEMALE,1,Permanent,Gamma,Powders,"$66,985 ",10,20-Jul-22,19-Mar-69,3.83,4. 2 or more years.,57.2
EMP16750,MALE  ,1,Permanent,Alpha,Chocolatiers,"$74,715 ",17,7-Jul-22,7-Nov-92,3.86,4. 2 or more years.,33.55
EMP7580,FEMALE,1,Permanent,Zeta,Accounts Payable,"$58,495 ",23,28-Mar-22,25-Oct-84,4.14,4. 2 or more years.,41.59
EMP18353,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$69,125 ",13,19-Jul-22,16-Jul-95,3.83,4. 2 or more years.,30.86
EMP163,FEMALE,1,Permanent,Beta,Stragegic Performance,"$80,950 ",23,20-Feb-19,4-Dec-62,7.24,4. 2 or more years.,63.49
EMP5267,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$86,510 ",13,21-Dec-21,23-Nov-82,4.41,4. 2 or more years.,43.51
EMP11905,MALE  ,1,Permanent,Beta,Human Resources,"$95,205 ",11,27-May-22,20-Sep-88,3.98,4. 2 or more years.,37.68
EMP13977,MALE  ,1,Permanent,Gamma,Chocolatiers,"$83,150 ",8,17-Jun-22,9-Nov-19,3.92,4. 2 or more years.,106.59
EMP7188,FEMALE,1,Permanent,Beta,Legal,"$55,140 ",17,16-Mar-22,16-Feb-64,4.17,4. 2 or more years.,62.29
EMP5167,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$80,640 ",17,13-Dec-21,22-Jul-87,4.43,4. 2 or more years.,38.85
EMP4438,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$83,545 ",11,29-Nov-21,3-Feb-67,4.47,4. 2 or more years.,59.32
EMP20167,MALE  ,1,Permanent,Delta,Fruits & Vegetables,"$83,955 ",16,28-Jul-22,28-Jan-78,3.81,4. 2 or more years.,48.33
EMP8713,MALE  ,1,Permanent,Beta,Remuneration and Analytics,"$62,095 ",7,9-May-22,6-Mar-86,4.02,4. 2 or more years.,40.22
EMP789,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$116,800 ",13,21-Dec-20,6-Mar-73,5.41,4. 2 or more years.,53.23
EMP7255,MALE  ,1,Permanent,Gamma,Web Design,"$48,230 ",22,18-Mar-22,23-May-56,4.17,4. 2 or more years.,70.03
EMP7529,FEMALE,1,Permanent,Delta,Fruits & Vegetables,"$92,285 ",10,25-Mar-22,18-Nov-72,4.15,4. 2 or more years.,53.53
EMP11473,FEMALE,1,Permanent,Beta,Employee Relations,"$83,845 ",7,25-May-22,5-Sep-77,3.98,4. 2 or more years.,48.73
EMP14998,MALE  ,1,Fixed Term,Gamma,App Design,"$76,140 ",24,27-Jun-22,2-Mar-93,3.89,4. 2 or more years.,33.23
EMP10570,FEMALE,1,Permanent,Delta,South American Support Group,"$48,230 ",19,16-May-22,9-Jan-62,4.01,4. 2 or more years.,64.39
EMP12552,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$74,750 ",8,2-Jun-22,13-Aug-85,3.96,4. 2 or more years.,40.79
EMP6707,FEMALE,1,Permanent,Delta,Packaging,"$98,625 ",24,8-Mar-22,7-Feb-82,4.19,4. 2 or more years.,44.3
EMP6602,FEMALE,1,Permanent,Beta,Employee Relations,"$81,320 ",9,4-Mar-22,30-Oct-60,4.21,4. 2 or more years.,65.59
EMP25235,MALE  ,1,Other,Gamma,Powders,"$53,055 ",23,1-Jul-22,25-Nov-19,3.88,4. 2 or more years.,106.55
EMP3898,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$95,900 ",9,1-Sep-21,11-Mar-83,4.71,4. 2 or more years.,43.21
EMP7789,FEMALE,1,Permanent,Alpha,Plantation,"$75,105 ",19,30-Mar-22,29-Jun-55,4.13,4. 2 or more years.,70.93
EMP9630,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$62,535 ",23,6-May-22,18-Feb-82,4.03,4. 2 or more years.,44.27
EMP6054,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$77,625 ",13,14-Feb-22,9-Aug-55,4.25,4. 2 or more years.,70.82
EMP8599,FEMALE,1,Permanent,Gamma,Cake Design,"$58,985 ",6,18-Apr-22,29-Jan-77,4.08,4. 2 or more years.,49.33
EMP24304,MALE  ,1,Other,Beta,Legal,"$91,855 ",25,6-Jun-22,2-Nov-19,3.95,4. 2 or more years.,106.61
EMP11144,MALE  ,1,Permanent,Alpha,Chocolatiers,"$61,930 ",22,23-May-22,14-Nov-72,3.99,4. 2 or more years.,53.54
EMP23098,MALE  ,1,Permanent,Beta,Legal,"$69,045 ",16,11-Nov-21,10-Sep-53,4.52,4. 2 or more years.,72.73
EMP11595,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$97,130 ",21,11-May-22,11-Nov-19,4.02,4. 2 or more years.,106.59
EMP903,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$59,120 ",11,1-Jan-21,14-Jan-74,5.38,4. 2 or more years.,52.37
EMP18495,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$60,750 ",20,19-Jul-22,24-Aug-88,3.83,4. 2 or more years.,37.75
EMP11070,MALE  ,1,Permanent,Epsilon,Controlling,"$105,590 ",6,23-May-22,25-Feb-92,3.99,4. 2 or more years.,34.25
EMP22634,MALE  ,1,Permanent,Beta,Legal,"$77,630 ",20,20-Jul-21,9-May-71,4.83,4. 2 or more years.,55.06
EMP16585,FEMALE,1,Permanent,Zeta,Service Quality Assurance,"$77,190 ",23,5-Jul-22,30-Mar-69,3.87,4. 2 or more years.,57.17
EMP6835,FEMALE,1,Permanent,Alpha,Chocolatiers,"$72,110 ",18,9-Mar-22,19-Jan-87,4.19,4. 2 or more years.,39.35
EMP7957,MALE  ,1,Permanent,Gamma,App Design,"$79,765 ",9,4-Apr-22,10-Dec-85,4.12,4. 2 or more years.,40.46
EMP24258,MALE  ,1,Other,Gamma,Web Design,"$86,335 ",20,25-May-22,12-Dec-19,3.98,4. 2 or more years.,106.5
EMP8723,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$88,105 ",19,22-Apr-22,2-Oct-91,4.07,4. 2 or more years.,34.65
EMP2634,MALE  ,1,Permanent,Alpha,Chocolatiers,"$83,140 ",15,8-Jun-21,22-Sep-65,4.94,4. 2 or more years.,60.69
EMP1288,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$64,215 ",20,17-Mar-21,7-Aug-69,5.17,4. 2 or more years.,56.81
EMP19699,MALE  ,1,Permanent,Delta,Fruits & Vegetables,"$91,785 ",9,26-Jul-22,17-May-68,3.81,4. 2 or more years.,58.04
EMP4835,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$78,345 ",18,2-Dec-21,7-Sep-75,4.46,4. 2 or more years.,50.73
EMP26056,MALE  ,1,Other,Gamma,Powders,"$98,510 ",10,18-Jul-22,8-Dec-19,3.83,4. 2 or more years.,106.51
EMP2454,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$59,490 ",13,31-May-21,9-Dec-74,4.96,4. 2 or more years.,51.47
EMP302,MALE  ,1,Permanent,Beta,Legal,"$58,690 ",12,29-Apr-20,18-Jan-69,6.05,4. 2 or more years.,57.36
EMP26129,FEMALE,1,Other,Gamma,Cake Design,"$75,560 ",18,22-Jul-22,27-Nov-19,3.82,4. 2 or more years.,106.54
